subset,split,track_id,genre_top,genres
small,training,6393,International,"[2, 102]"
small,training,6394,International,"[2, 118]"
small,training,6396,International,"[2, 118]"
small,training,6406,Folk,[33]
small,training,6407,Folk,[33]
small,training,6439,Hip-Hop,[21]
small,training,6440,Hip-Hop,[21]
small,training,6442,Hip-Hop,[21]
small,training,6443,Hip-Hop,[21]
small,training,6448,Hip-Hop,[21]
small,training,6459,International,"[2, 102]"
small,validation,6461,Folk,[17]
small,validation,6463,Folk,[17]
small,validation,6467,Folk,[17]
small,training,6469,International,"[2, 102, 118]"
small,training,6517,Rock,[12]
small,training,6519,Rock,[12]
small,training,6603,Hip-Hop,[21]
small,training,6605,Hip-Hop,[21]
small,training,6606,Hip-Hop,[21]
small,training,6607,Hip-Hop,[21]
small,training,6608,Hip-Hop,[21]
small,training,6609,Hip-Hop,[21]
small,training,6610,Hip-Hop,[21]
small,training,6611,Hip-Hop,[21]
small,training,6674,Experimental,[32]
small,training,6675,Experimental,[32]
small,training,6677,Experimental,[32]
small,training,6679,Experimental,[32]
small,training,6680,Experimental,[32]
small,training,6684,Experimental,[32]
small,validation,6762,Folk,[17]
small,training,6776,Rock,[101]
small,training,6778,Rock,[101]
small,validation,6779,Folk,[17]
small,validation,6782,Folk,[17]
small,validation,6783,Folk,[17]
small,training,6788,Rock,[12]
small,training,6802,International,[2]
small,training,6803,International,[2]
small,training,6854,Folk,[17]
small,training,6855,Folk,[17]
small,training,6856,Folk,[17]
small,training,6857,Folk,[33]
small,validation,7011,Electronic,[15]
small,test,7373,Experimental,"[22, 38]"
small,test,7374,Experimental,"[22, 38]"
small,test,7375,Experimental,"[22, 38]"
small,test,7376,Experimental,"[22, 38]"
small,test,7377,Experimental,"[22, 38]"
small,test,7378,Experimental,"[22, 38]"
small,test,7379,Experimental,"[22, 38]"
small,test,7381,Experimental,"[22, 38]"
small,test,7383,Experimental,"[22, 38]"
small,test,7385,Experimental,"[22, 38]"
small,test,7386,Experimental,"[22, 38]"
small,test,7388,Experimental,"[22, 38]"
small,test,7391,Experimental,"[22, 38]"
small,test,7393,Experimental,"[22, 38]"
small,training,7481,Hip-Hop,[21]
small,training,7482,Hip-Hop,[21]
small,training,7483,Hip-Hop,[21]
small,training,7487,Hip-Hop,[21]
small,training,7488,Hip-Hop,[21]
small,training,7489,Hip-Hop,[21]
small,training,7490,Hip-Hop,[21]
small,training,7491,Hip-Hop,[21]
small,training,7492,Hip-Hop,[21]
small,training,7495,Rock,[89]
small,training,7526,Pop,[10]
small,training,7527,Pop,[10]
small,training,7528,Pop,[10]
small,training,7529,Pop,[10]
small,training,7548,Experimental,"[1, 38]"
small,training,7554,Experimental,"[1, 38]"
small,training,7709,Folk,"[17, 103]"
small,training,7710,Folk,"[17, 103]"
small,training,7711,Folk,"[17, 103]"
small,training,7712,Folk,"[17, 103]"
small,training,7713,Folk,"[17, 103]"
small,training,7872,Rock,[25]
small,training,8056,Rock,[85]
small,training,8208,Rock,[12]
small,training,8256,Folk,[17]
small,training,8259,Folk,[17]
small,training,8261,Folk,[17]
small,training,8345,Experimental,[22]
small,training,8357,Experimental,"[1, 22]"
small,training,8363,Experimental,"[1, 22]"
small,training,8372,Experimental,[22]
small,training,8416,Experimental,[22]
small,training,9152,Experimental,"[1, 32, 38]"
small,test,9155,Experimental,"[32, 38]"
small,training,9307,Experimental,"[32, 38]"
small,training,9476,Experimental,"[30, 32, 38]"
small,training,9477,Experimental,"[1, 32, 38]"
small,training,9491,Rock,[64]
small,training,9505,Experimental,"[1, 32, 38]"
small,training,9511,Rock,"[58, 85]"
small,training,9512,International,[2]
small,training,9513,Rock,"[36, 89, 98]"
small,validation,9550,Rock,[12]
small,validation,9553,Rock,[12]
small,validation,9555,Rock,[12]
small,validation,9557,Rock,[12]
small,validation,9559,Rock,[12]
small,validation,9560,Rock,[12]
small,training,9678,Experimental,"[38, 125]"
small,training,9721,Experimental,"[1, 32, 38]"
small,training,9846,Experimental,"[1, 32]"
small,training,9887,Folk,[17]
small,training,9888,Folk,[17]
small,training,9918,Experimental,"[22, 32, 38]"
small,training,9962,Rock,[64]
small,training,10186,International,[79]
small,training,10192,Hip-Hop,[100]
small,test,10250,Instrumental,[538]
small,training,10374,Experimental,"[32, 38, 224]"
small,training,10375,Experimental,"[32, 38, 224]"
small,training,10376,Experimental,"[32, 38, 224]"
small,training,10377,Experimental,"[32, 38, 224]"
small,test,10381,Folk,[17]
small,test,10382,Folk,[17]
small,test,10383,Folk,[17]
small,test,10384,Folk,[17]
small,test,10385,Folk,[17]
small,test,10386,Folk,[17]
small,test,10387,Folk,[17]
small,test,10388,Folk,[17]
small,test,10389,Folk,[17]
small,training,10435,Experimental,"[22, 38]"
small,test,10438,Folk,[17]
small,test,10439,Folk,[17]
small,test,10440,Folk,[17]
small,test,10441,Folk,[17]
small,test,10442,Folk,[17]
small,test,10443,Folk,[17]
small,test,10444,Folk,[17]
small,test,10447,Folk,[17]
small,training,10458,Folk,[17]
small,test,10480,Folk,[17]
small,test,10481,Folk,[17]
small,test,10485,Folk,[17]
small,training,10521,Experimental,[125]
small,training,10527,Experimental,[125]
small,training,10535,Experimental,[125]
small,training,10541,Experimental,[125]
small,training,10575,Folk,"[33, 103]"
small,training,10577,Folk,"[33, 103]"
small,training,10668,Rock,[70]
small,training,10669,Rock,[70]
small,training,10670,Rock,[70]
small,training,10671,Rock,[70]
small,training,10672,Rock,[70]
small,training,10673,Rock,[70]
small,training,10674,Rock,[70]
small,training,10675,Rock,[70]
small,training,10676,Rock,[70]
small,training,10677,Rock,[70]
small,test,10678,Folk,[17]
small,test,10679,Folk,[17]
small,test,10682,Folk,[17]
small,test,10684,Folk,[17]
small,training,10693,Hip-Hop,[21]
small,training,10694,Hip-Hop,[21]
small,training,10695,Hip-Hop,[21]
small,training,10696,Hip-Hop,[21]
small,training,10697,Hip-Hop,[21]
small,training,10698,Hip-Hop,[21]
small,training,10699,Hip-Hop,[21]
small,training,10805,Pop,[10]
small,training,10806,Pop,[10]
small,training,10807,Pop,[10]
small,training,10808,Pop,[10]
small,training,10809,Pop,[10]
small,training,10810,Pop,[10]
small,training,10983,Experimental,"[1, 32, 38]"
small,test,10992,Folk,[17]
small,test,10993,Folk,[17]
small,test,11019,Experimental,"[22, 38]"
small,test,11020,Experimental,"[22, 38]"
small,test,11059,Folk,[17]
small,training,11198,Pop,[10]
small,training,11199,Pop,[10]
small,test,11200,Pop,[10]
small,test,11204,Hip-Hop,[21]
small,training,11206,Electronic,[236]
small,training,11234,Experimental,"[1, 32, 38]"
small,training,11237,Experimental,"[1, 32, 38]"
small,training,11239,Experimental,"[1, 32, 38]"
small,training,11242,Experimental,"[1, 32, 38]"
small,training,11261,Pop,[76]
small,training,11262,Electronic,[15]
small,training,11264,Rock,"[88, 98]"
small,training,11268,Rock,[89]
small,training,11298,Hip-Hop,[21]
small,training,11299,Hip-Hop,[21]
small,training,11306,Rock,"[12, 58, 66]"
small,training,11333,Experimental,[38]
small,training,11334,Experimental,[38]
small,test,11503,Folk,[17]
small,test,11504,Folk,[17]
small,test,11505,Folk,[17]
small,test,11508,Folk,[17]
small,training,11544,Experimental,"[1, 22, 32, 38, 125]"
small,training,11638,Instrumental,[538]
small,training,11671,International,[46]
small,training,11672,International,[46]
small,training,11673,International,[46]
small,training,11674,International,[46]
small,training,11675,International,[46]
small,training,11677,International,[46]
small,training,11679,International,[46]
small,training,11681,International,[46]
small,training,11682,International,[46]
small,training,11683,International,[46]
small,training,11763,Hip-Hop,[21]
small,training,11764,Hip-Hop,[21]
small,training,11765,Hip-Hop,[21]
small,training,11766,Hip-Hop,[21]
small,training,11767,Hip-Hop,[21]
small,training,11768,Hip-Hop,[21]
small,training,11769,Hip-Hop,[21]
small,training,11770,Hip-Hop,[21]
small,training,11771,Hip-Hop,[21]
small,training,11772,Hip-Hop,[21]
small,training,11773,Hip-Hop,[21]
small,training,11774,Hip-Hop,[21]
small,training,11775,Hip-Hop,[21]
small,training,11776,Hip-Hop,[21]
small,training,11777,Hip-Hop,[21]
small,training,11778,Hip-Hop,[21]
small,training,11779,Hip-Hop,[21]
small,training,11780,Hip-Hop,[21]
small,training,11781,Hip-Hop,[21]
small,training,11782,Hip-Hop,[21]
small,training,11783,Hip-Hop,[21]
small,training,11784,Hip-Hop,[21]
small,training,11785,Hip-Hop,[21]
small,training,11786,Hip-Hop,[21]
small,training,11787,Hip-Hop,[21]
small,training,11788,Hip-Hop,[21]
small,training,11789,Hip-Hop,[21]
small,training,11790,Hip-Hop,[21]
small,training,11791,Hip-Hop,[21]
small,training,11792,Hip-Hop,[21]
small,training,11793,Hip-Hop,[21]
small,training,11794,Hip-Hop,[21]
small,training,11795,Hip-Hop,[21]
small,validation,11803,Hip-Hop,[21]
small,training,11818,Hip-Hop,[21]
small,training,11839,Hip-Hop,[21]
small,training,11861,Hip-Hop,"[21, 539]"
small,training,11862,Hip-Hop,"[21, 539]"
small,training,11867,Hip-Hop,"[21, 539]"
small,training,11868,Hip-Hop,"[21, 539]"
small,training,11916,Hip-Hop,[21]
small,training,11917,Hip-Hop,[21]
small,training,11918,Hip-Hop,[21]
small,training,11919,Hip-Hop,[21]
small,training,11920,Hip-Hop,[21]
small,training,11921,Hip-Hop,[21]
small,training,11922,Hip-Hop,[21]
small,training,11933,Rock,[12]
small,training,11937,Pop,[10]
small,training,11942,Electronic,[337]
small,training,11946,Experimental,[763]
small,training,11947,Experimental,[763]
small,training,11951,Experimental,[763]
small,test,12045,Folk,[17]
small,test,12046,Folk,[17]
small,test,12047,Folk,[17]
small,test,12048,Folk,[17]
small,test,12049,Folk,[17]
small,test,12050,Folk,[17]
small,test,12051,Folk,[17]
small,test,12052,Folk,[17]
small,test,12053,Folk,[17]
small,test,12058,Folk,[17]
small,test,12059,Folk,[17]
small,test,12060,Folk,[17]
small,test,12061,Folk,[17]
small,test,12062,Folk,[17]
small,test,12064,Folk,[17]
small,test,12065,Folk,[17]
small,test,12066,Folk,[17]
small,test,12067,Folk,[17]
small,training,12109,International,[2]
small,training,12146,Pop,[10]
small,training,12147,Pop,[10]
small,training,12173,Hip-Hop,[21]
small,training,12174,Hip-Hop,[21]
small,test,12179,Pop,[10]
small,validation,12188,Pop,[10]
small,training,12189,Electronic,[286]
small,training,12346,Experimental,"[41, 224]"
small,training,12348,Folk,"[33, 94]"
small,training,12349,Folk,"[33, 94]"
small,training,12350,Folk,"[33, 94]"
small,training,12351,Folk,"[33, 94]"
small,training,12352,Folk,"[33, 94]"
small,training,12353,Folk,"[33, 94]"
small,training,12355,Folk,"[33, 94]"
small,training,12376,Pop,[10]
small,test,12387,Pop,[10]
small,test,12390,Pop,[10]
small,training,12394,Hip-Hop,[21]
small,test,12481,Folk,[17]
small,test,12482,Folk,[17]
small,test,12484,Folk,[17]
small,test,12485,Folk,[17]
small,test,12486,Folk,[17]
small,test,12487,Folk,[17]
small,test,12488,Folk,[17]
small,test,12489,Folk,[17]
small,test,12490,Folk,[17]
small,test,12508,Folk,[17]
small,test,12513,Folk,[17]
small,test,12514,Folk,[17]
small,test,12518,Pop,[10]
small,test,12521,Rock,"[12, 66]"
small,validation,12526,Hip-Hop,[21]
small,validation,12527,Pop,[10]
small,training,12530,Pop,[10]
small,training,12531,Hip-Hop,[21]
small,training,12532,Pop,[10]
small,training,12537,Pop,[10]
small,training,12551,Pop,[10]
small,training,12552,Pop,[76]
small,training,12654,Pop,[76]
small,test,12690,International,[79]
small,test,12691,International,[79]
small,test,12692,International,[79]
small,training,12737,Experimental,[38]
small,training,12985,Folk,[17]
small,training,12986,Folk,[17]
small,training,13191,Pop,[10]
small,training,13197,Pop,[10]
small,training,13199,Hip-Hop,[21]
small,validation,13201,Hip-Hop,[21]
small,training,13218,Pop,[10]
small,training,13220,Pop,[10]
small,training,13325,Rock,[12]
small,test,13328,Pop,[10]
small,training,13362,Pop,[10]
small,training,13378,Pop,[10]
small,validation,13474,Electronic,[286]
small,training,13537,International,[214]
small,training,13538,International,[214]
small,training,13539,International,[214]
small,training,13540,International,[214]
small,validation,13556,Rock,[12]
small,training,13561,Hip-Hop,[21]
small,training,13562,Electronic,[286]
small,training,13566,Hip-Hop,[21]
small,training,13571,Electronic,[337]
small,test,13578,Experimental,[1]
small,validation,13591,Hip-Hop,[21]
small,training,13596,Rock,[12]
small,test,13666,Rock,[12]
small,training,13668,Electronic,[15]
small,training,13670,Hip-Hop,[21]
small,test,13706,Electronic,[297]
small,test,13707,Electronic,[297]
small,test,13708,Electronic,[297]
small,test,13709,Electronic,[297]
small,test,13710,Electronic,[297]
small,test,13711,Electronic,[297]
small,training,13735,Hip-Hop,[21]
small,training,13747,Hip-Hop,[21]
small,training,13748,Hip-Hop,[21]
small,training,13749,Hip-Hop,[21]
small,training,13767,Hip-Hop,[21]
small,training,13768,Hip-Hop,[21]
small,training,13804,Hip-Hop,[100]
small,training,13927,Folk,[17]
small,training,13928,Folk,[17]
small,training,13929,Folk,[17]
small,training,13930,Folk,[17]
small,training,14063,Electronic,[185]
small,training,14208,Electronic,[297]
small,validation,14315,International,[118]
small,validation,14316,International,[118]
small,validation,14317,International,[118]
small,validation,14318,International,[118]
small,validation,14319,International,[118]
small,validation,14320,International,[118]
small,training,14344,Electronic,[15]
small,training,14358,Hip-Hop,[21]
small,validation,14363,Hip-Hop,"[21, 100]"
small,validation,14365,Hip-Hop,"[21, 100]"
small,training,14386,Hip-Hop,[21]
small,validation,14391,Hip-Hop,[21]
small,training,14538,Hip-Hop,[21]
small,training,14539,Hip-Hop,[21]
small,training,14541,Hip-Hop,[21]
small,training,14542,Hip-Hop,[21]
small,training,14568,Instrumental,"[18, 1235]"
small,training,14569,Instrumental,"[18, 1235]"
small,training,14570,Instrumental,"[18, 1235]"
small,training,14571,Instrumental,"[18, 1235]"
small,training,14572,Instrumental,"[18, 1235]"
small,training,14576,Instrumental,"[18, 1235]"
small,training,14577,Instrumental,"[18, 1235]"
small,training,14578,Instrumental,"[18, 1235]"
small,training,14579,Instrumental,"[18, 1235]"
small,training,14580,Instrumental,"[18, 1235]"
small,training,14581,Instrumental,"[18, 1235]"
small,training,14583,Instrumental,"[18, 1235]"
small,training,14584,Instrumental,"[18, 1235]"
small,training,14585,Instrumental,"[18, 1235]"
small,training,14586,Instrumental,"[18, 1235]"
small,training,14588,Instrumental,"[18, 1235]"
small,training,14589,Instrumental,"[18, 1235]"
small,training,14590,Instrumental,"[18, 1235]"
small,test,14601,International,[214]
small,test,14602,International,[214]
small,test,14603,International,[214]
small,test,14604,International,[214]
small,test,14653,Rock,[66]
small,training,14661,Folk,"[17, 103]"
small,test,14663,Pop,[362]
small,training,14684,Folk,"[17, 103]"
small,test,14690,Experimental,"[22, 38]"
small,training,14693,Folk,"[17, 103]"
small,test,14733,Rock,[12]
small,test,14734,Rock,[12]
small,test,14735,Rock,[12]
small,test,14736,Rock,[12]
small,test,14737,Rock,[12]
small,test,14738,Rock,[12]
small,test,14739,Rock,[12]
small,test,14740,Rock,[12]
small,test,14741,Rock,[12]
small,test,14742,Rock,[12]
small,test,14743,Rock,[12]
small,test,14744,Rock,[12]
small,test,14745,Rock,[12]
small,training,14809,Folk,[103]
small,validation,14869,Electronic,"[15, 181]"
small,test,15094,Experimental,"[38, 41]"
small,training,15210,Hip-Hop,[21]
small,training,15464,Experimental,[22]
small,training,15469,Experimental,[22]
small,training,15471,Experimental,[22]
small,training,15475,Experimental,[22]
small,training,15476,Experimental,[22]
small,training,15487,International,"[86, 174]"
small,training,15488,International,"[86, 174]"
small,training,15540,Experimental,[22]
small,training,15541,Experimental,[22]
small,training,15542,Experimental,[22]
small,training,15543,Experimental,[22]
small,training,15625,Experimental,[30]
small,validation,15769,Electronic,[297]
small,validation,15770,Electronic,[297]
small,validation,15771,Electronic,[297]
small,validation,15772,Electronic,[297]
small,validation,15773,Electronic,[297]
small,training,15880,International,[172]
small,training,16095,Pop,[76]
small,training,16155,Pop,"[10, 362]"
small,training,16158,Pop,[10]
small,training,16162,Hip-Hop,[21]
small,training,16163,Pop,[10]
small,training,16334,International,"[2, 172]"
small,test,16337,Pop,[10]
small,test,16338,Pop,[10]
small,test,16339,Pop,[10]
small,test,16340,Pop,[10]
small,training,16354,Rock,[12]
small,training,16743,International,"[81, 92]"
small,training,16744,International,"[81, 92]"
small,training,16745,International,"[81, 92]"
small,training,16747,International,"[81, 92]"
small,training,16819,Rock,"[12, 404]"
small,training,16820,Rock,"[12, 404]"
small,training,16821,Rock,"[12, 404]"
small,training,16822,Rock,"[12, 404]"
small,training,16878,Hip-Hop,[21]
small,training,16879,Hip-Hop,[21]
small,training,16880,Hip-Hop,[21]
small,validation,16895,Pop,"[10, 76]"
small,test,16994,Rock,[27]
small,test,16995,Rock,[27]
small,test,16997,Rock,[27]
small,training,17132,Folk,[17]
small,validation,17344,Pop,[76]
small,validation,17345,Pop,[76]
small,training,17462,Rock,"[12, 25, 66, 89]"
small,training,17491,Hip-Hop,"[21, 100]"
small,training,17496,Hip-Hop,"[21, 100]"
small,training,17499,Hip-Hop,"[21, 100]"
small,training,17500,Hip-Hop,"[21, 100]"
small,training,17573,Experimental,"[38, 47]"
small,training,17588,Electronic,[15]
small,training,17605,International,[172]
small,training,17606,International,[172]
small,training,17607,International,[172]
small,training,17608,International,[172]
small,training,17609,International,[172]
small,training,17610,International,[172]
small,training,17611,International,[172]
small,training,17631,International,"[2, 86, 92]"
small,training,17632,International,"[2, 86, 92]"
small,training,17633,International,"[2, 86, 92]"
small,training,17634,International,"[2, 86, 92]"
small,training,17635,International,"[2, 86, 92]"
small,training,17636,International,"[2, 86, 92]"
small,training,17637,International,"[2, 86, 92]"
small,training,17644,Experimental,[32]
small,training,17735,Rock,[167]
small,training,17782,Hip-Hop,[21]
small,training,17884,Electronic,"[240, 297]"
small,training,17906,Pop,[362]
small,training,18031,International,[46]
small,training,18032,International,[46]
small,training,18033,International,[46]
small,training,18034,International,[46]
small,validation,18037,International,[92]
small,validation,18038,International,[92]
small,validation,18039,International,[92]
small,training,18043,International,[118]
small,training,18044,International,[118]
small,test,18112,Experimental,"[1, 38]"
small,training,18124,Experimental,[38]
small,training,18144,Pop,[76]
small,training,18145,Pop,[76]
small,training,18146,Pop,[76]
small,training,18159,Folk,[33]
small,training,18197,Rock,[58]
small,test,18350,Folk,[103]
small,training,18607,Rock,[58]
small,training,18611,Rock,[58]
small,training,18876,Experimental,[38]
