subset,split,track_id,genre_top,genres
medium,training,3460,Country,[63]
medium,training,3461,Country,[63]
medium,training,3462,Country,[63]
medium,training,3463,Country,[63]
medium,training,3464,Country,[63]
medium,training,3465,Country,[63]
medium,training,3467,Rock,"[12, 111]"
medium,training,3468,Rock,"[12, 111]"
medium,training,3469,Rock,"[12, 111]"
medium,training,3470,Rock,"[12, 111]"
medium,training,3472,Rock,"[12, 111]"
medium,training,3473,Rock,"[12, 111]"
medium,training,3475,Rock,"[12, 111]"
medium,training,3476,Rock,"[12, 111]"
medium,training,3477,Rock,"[12, 111]"
medium,training,3478,Rock,"[12, 111]"
medium,training,3479,Rock,"[12, 111]"
medium,training,3489,Rock,[12]
medium,training,3490,Rock,[12]
medium,training,3491,Rock,[12]
medium,training,3493,Rock,[12]
medium,training,3495,Rock,[12]
medium,training,3497,Rock,[12]
medium,training,3499,Rock,[12]
medium,training,3501,Rock,"[12, 25]"
medium,training,3502,Rock,"[12, 25]"
medium,training,3503,Rock,"[12, 25]"
medium,training,3504,Rock,"[12, 25]"
medium,training,3505,Rock,"[12, 25]"
medium,training,3514,Rock,[12]
medium,training,3515,Rock,[12]
medium,training,3516,Rock,[12]
medium,training,3517,Rock,[12]
medium,training,3518,Rock,[12]
medium,training,3519,Rock,[12]
medium,training,3520,Rock,[12]
medium,training,3521,Rock,[12]
medium,training,3522,Rock,[12]
medium,training,3536,Pop,[76]
medium,training,3551,Rock,[12]
medium,training,3552,Rock,[12]
medium,training,3557,Electronic,[15]
medium,training,3558,Electronic,[15]
medium,training,3559,Electronic,[15]
medium,training,3560,Electronic,[15]
medium,training,3561,Electronic,[15]
medium,training,3563,Electronic,[15]
medium,training,3564,Electronic,[15]
medium,training,3566,Electronic,[15]
medium,training,3567,Electronic,[15]
medium,training,3568,Electronic,[15]
medium,training,3569,Electronic,[15]
medium,training,3570,Electronic,[15]
medium,training,3571,Electronic,[15]
medium,training,3572,Electronic,[15]
medium,training,3574,Electronic,[15]
medium,validation,3579,Rock,[85]
medium,validation,3580,Rock,[85]
medium,validation,3581,Rock,[85]
medium,validation,3582,Rock,[85]
medium,validation,3583,Rock,[85]
medium,validation,3584,Rock,[85]
medium,validation,3585,Rock,[85]
medium,training,3603,Rock,[66]
medium,training,3604,Rock,[66]
medium,training,3606,Rock,[66]
medium,training,3609,Rock,[66]
medium,test,3612,Rock,"[12, 89]"
medium,test,3613,Rock,"[12, 89]"
medium,test,3614,Rock,"[12, 89]"
medium,test,3616,Rock,"[12, 89]"
medium,test,3618,Rock,"[12, 89]"
medium,test,3620,Rock,"[12, 89]"
medium,validation,3626,Rock,[25]
medium,training,3638,Rock,[12]
medium,training,3681,Rock,[12]
medium,training,3696,Rock,[12]
medium,training,3698,Rock,[12]
medium,training,3723,Rock,"[53, 58]"
medium,training,3727,Rock,[31]
medium,training,3812,Rock,[12]
medium,training,3834,Rock,[12]
medium,training,3835,Rock,[12]
medium,training,3836,Rock,[12]
medium,training,3839,Rock,[12]
medium,test,3842,Blues,[3]
medium,training,3854,Rock,"[25, 58]"
medium,training,3855,Rock,"[25, 58]"
medium,training,3856,Rock,"[25, 58]"
medium,training,3857,Rock,"[25, 58]"
medium,training,3859,Rock,"[25, 58]"
medium,training,3861,Rock,"[25, 58]"
medium,training,3862,Rock,"[25, 58]"
medium,training,3863,Rock,"[25, 58]"
medium,training,3915,Folk,[17]
medium,training,3919,Folk,[17]
medium,training,3923,Rock,"[12, 66]"
medium,training,3924,Rock,"[12, 66]"
medium,training,3929,Rock,"[12, 66]"
medium,training,3932,Rock,"[12, 66]"
medium,training,3933,Rock,"[12, 66]"
medium,training,3934,Rock,"[12, 66]"
medium,training,3936,Rock,"[12, 66]"
medium,training,3939,Rock,"[12, 66]"
medium,training,3941,Rock,[85]
medium,training,3942,Rock,[85]
medium,training,3943,Rock,[85]
medium,training,3944,Rock,[85]
medium,training,3945,Rock,[85]
medium,training,3946,Rock,[85]
medium,training,3947,Rock,[85]
medium,training,3948,Rock,[85]
medium,training,3951,Rock,"[12, 85]"
medium,training,3952,Rock,"[12, 85]"
medium,training,3953,Rock,"[12, 85]"
medium,training,3954,Rock,"[12, 85]"
medium,training,3955,Rock,"[12, 85]"
medium,training,3956,Rock,"[12, 85]"
medium,training,3957,Rock,"[12, 85]"
medium,training,3958,Rock,"[12, 85]"
medium,training,3959,Rock,"[12, 85]"
medium,training,3960,Rock,"[12, 85]"
medium,training,3973,Rock,[85]
medium,training,3974,Rock,[85]
medium,training,3975,Rock,[85]
medium,training,3976,Rock,[85]
medium,training,3981,Rock,[85]
medium,training,3983,Rock,[85]
medium,training,3985,Rock,[85]
medium,training,3986,Rock,[85]
medium,training,3989,Rock,[85]
medium,training,4004,Rock,[12]
medium,training,4014,Folk,[17]
medium,validation,4024,Rock,[109]
medium,validation,4025,Rock,[109]
medium,validation,4027,Rock,[109]
medium,validation,4028,Rock,[109]
medium,validation,4029,Rock,[109]
medium,validation,4032,Rock,[109]
medium,validation,4033,Rock,[109]
medium,validation,4034,Rock,[109]
medium,validation,4035,Rock,[109]
medium,training,4038,Rock,[89]
medium,training,4042,Rock,[89]
medium,training,4043,Rock,[89]
medium,training,4044,Rock,[89]
medium,training,4045,Rock,[89]
medium,training,4084,Rock,[58]
medium,test,4104,Rock,[12]
medium,test,4105,Rock,[12]
medium,test,4109,Rock,[12]
medium,test,4110,Rock,[12]
medium,test,4111,Rock,[12]
medium,test,4112,Rock,[12]
medium,training,4119,Rock,[12]
medium,training,4125,Rock,"[25, 109]"
medium,training,4126,Rock,"[25, 109]"
medium,training,4133,Rock,"[25, 109]"
medium,training,4158,Rock,[12]
medium,training,4159,Rock,[12]
medium,training,4160,Rock,[12]
medium,training,4161,Rock,[12]
medium,training,4167,Rock,"[12, 113]"
medium,training,4170,Rock,"[25, 27]"
medium,training,4172,Rock,"[25, 27]"
medium,training,4176,Rock,"[25, 27]"
medium,training,4181,Rock,"[25, 27]"
medium,training,4186,Rock,"[25, 27]"
medium,training,4193,Rock,[12]
medium,training,4194,Rock,[12]
medium,training,4195,Rock,[12]
medium,training,4197,Rock,[12]
medium,training,4198,Rock,[12]
medium,training,4201,Rock,[12]
medium,training,4202,Rock,[12]
medium,training,4214,Rock,"[12, 66]"
medium,training,4215,Rock,"[12, 66]"
medium,training,4216,Rock,"[12, 66]"
medium,training,4217,Rock,"[12, 66]"
medium,training,4218,Rock,"[12, 66]"
medium,training,4219,Rock,"[12, 66]"
medium,training,4264,Rock,[25]
medium,training,4267,Rock,[25]
medium,training,4275,Rock,[25]
medium,training,4276,Rock,[25]
medium,training,4284,Rock,[12]
medium,training,4285,Rock,[12]
medium,training,4297,Rock,"[12, 85]"
medium,training,4298,Rock,"[12, 85]"
medium,training,4299,Rock,"[12, 85]"
medium,training,4300,Rock,"[12, 85]"
medium,training,4302,Rock,"[12, 85]"
medium,training,4309,Rock,"[12, 85]"
medium,training,4310,Rock,"[12, 85]"
medium,training,4311,Rock,"[12, 85]"
medium,training,4312,Rock,"[12, 85]"
medium,training,4313,Rock,"[12, 85]"
medium,training,4316,Rock,"[12, 85]"
medium,training,4330,Rock,[12]
medium,training,4332,Rock,[12]
medium,training,4333,Rock,[12]
medium,training,4346,Rock,[12]
medium,training,4348,Rock,[12]
medium,training,4363,Rock,[12]
medium,training,4368,Rock,[12]
medium,training,4391,Rock,"[25, 85, 111]"
medium,training,4394,Rock,"[25, 85, 111]"
medium,training,4396,Rock,"[25, 85, 111]"
medium,training,4400,Rock,[12]
medium,training,4401,Rock,[12]
medium,training,4403,Rock,[12]
medium,training,4407,Rock,[12]
medium,training,4408,Rock,[12]
medium,training,4409,Rock,[12]
medium,training,4410,Rock,[12]
medium,training,4432,Rock,[89]
medium,training,4443,Rock,[12]
medium,training,4444,Folk,[17]
medium,training,4445,Folk,[17]
medium,training,4446,Folk,[17]
medium,training,4463,Rock,"[12, 25]"
medium,training,4466,Rock,"[12, 25]"
medium,training,4468,Rock,"[12, 25]"
medium,training,4469,Rock,"[12, 25]"
medium,training,4484,Rock,"[25, 109]"
medium,training,4490,Rock,"[25, 109]"
medium,training,4492,Rock,"[25, 109]"
medium,training,4499,Rock,[12]
medium,test,4500,Rock,[58]
medium,test,4501,Rock,[58]
medium,training,4536,Blues,[3]
medium,training,4537,Blues,[3]
medium,training,4538,Blues,[3]
medium,training,4539,Blues,[3]
medium,training,4540,Blues,[3]
medium,training,4683,Hip-Hop,[21]
medium,training,4686,Hip-Hop,[21]
medium,training,4687,Hip-Hop,[21]
medium,training,4691,Electronic,[15]
medium,training,4692,Electronic,[15]
medium,training,4695,Electronic,[15]
medium,training,4698,Electronic,[15]
medium,training,4699,Electronic,[15]
medium,training,4700,Electronic,[15]
medium,training,4701,Electronic,[15]
medium,training,4702,Electronic,[15]
medium,training,4703,Jazz,"[4, 97]"
medium,training,4704,Jazz,"[4, 97]"
medium,training,4705,Jazz,"[4, 97]"
medium,test,4707,Electronic,[15]
medium,test,4708,Electronic,[15]
medium,training,4709,Rock,[58]
medium,training,4712,Rock,[58]
medium,validation,4737,Country,[137]
medium,validation,4738,Country,[137]
medium,validation,4739,Country,[137]
medium,validation,4740,Country,[137]
medium,validation,4741,Country,[137]
medium,validation,4742,Country,[137]
medium,validation,4743,Country,[137]
medium,validation,4744,Country,[137]
medium,validation,4745,Country,[137]
medium,validation,4746,Country,[137]
medium,validation,4747,Country,[137]
medium,validation,4748,Country,[137]
medium,validation,4749,Country,[137]
medium,validation,4750,Country,[137]
medium,training,4752,Rock,"[12, 58]"
medium,training,4754,Experimental,[1]
medium,training,4755,Experimental,[1]
medium,training,4756,Experimental,[1]
medium,training,4757,Experimental,[1]
medium,training,4759,Rock,[12]
medium,training,4760,Rock,[66]
medium,training,4761,Rock,[66]
medium,training,4762,Rock,[66]
medium,training,4763,Rock,[12]
medium,training,4764,Rock,[66]
medium,training,4765,Rock,[12]
medium,training,4766,Rock,[12]
medium,training,4767,Rock,[66]
medium,training,4768,Rock,[12]
medium,training,4769,Rock,[66]
medium,training,4771,Rock,[66]
medium,training,4783,Rock,[12]
medium,training,4791,Rock,[12]
medium,training,4793,Rock,[12]
medium,training,4798,Rock,[12]
medium,training,4800,Rock,[12]
medium,training,4801,Rock,[12]
medium,training,4802,Rock,[12]
medium,training,4803,Rock,[12]
medium,test,4829,Rock,[12]
medium,training,4837,Rock,[12]
medium,training,4840,Rock,[12]
medium,training,4841,Rock,[12]
medium,validation,4850,Classical,[5]
medium,validation,4851,Classical,[5]
medium,training,4996,Rock,"[25, 85]"
medium,training,4999,Rock,"[25, 85]"
medium,training,5002,Rock,"[25, 85]"
medium,training,5003,Rock,"[25, 85]"
medium,training,5007,Rock,"[25, 85]"
medium,training,5009,Old-Time / Historic,[8]
medium,training,5012,Old-Time / Historic,[8]
medium,training,5013,Old-Time / Historic,[8]
medium,training,5014,Old-Time / Historic,[8]
medium,training,5015,Old-Time / Historic,[8]
medium,training,5016,Old-Time / Historic,[8]
medium,training,5017,Old-Time / Historic,[8]
medium,training,5018,Old-Time / Historic,[8]
medium,training,5019,Old-Time / Historic,[8]
medium,training,5020,Old-Time / Historic,[8]
medium,training,5021,Old-Time / Historic,[8]
medium,training,5022,Old-Time / Historic,[8]
medium,training,5023,Old-Time / Historic,[8]
medium,training,5024,Old-Time / Historic,[8]
medium,training,5026,Old-Time / Historic,[8]
medium,training,5029,Old-Time / Historic,[8]
medium,test,5030,Old-Time / Historic,[8]
medium,training,5031,Old-Time / Historic,[8]
medium,training,5032,Old-Time / Historic,[8]
medium,training,5033,Old-Time / Historic,[8]
medium,validation,5034,Old-Time / Historic,[8]
medium,validation,5036,Old-Time / Historic,[8]
medium,test,5038,Old-Time / Historic,[8]
medium,training,5043,Old-Time / Historic,[8]
medium,training,5044,Old-Time / Historic,[8]
medium,test,5079,Rock,[12]
medium,validation,5092,Rock,[66]
medium,training,5104,Rock,[12]
medium,training,5106,Jazz,[4]
medium,training,5107,Jazz,[4]
medium,training,5119,Jazz,[4]
medium,training,5120,Jazz,[4]
medium,training,5140,Folk,[17]
medium,training,5141,Folk,[17]
medium,training,5147,Rock,[66]
medium,training,5148,Rock,[66]
medium,training,5149,Rock,[66]
medium,training,5151,Rock,[66]
medium,training,5152,Rock,[66]
medium,training,5153,Rock,[66]
medium,training,5160,Rock,[12]
medium,training,5162,Rock,[12]
medium,validation,5178,Pop,[10]
medium,validation,5196,Pop,[10]
medium,training,5219,Rock,[12]
medium,training,5220,Rock,[12]
medium,training,5221,Rock,[12]
medium,training,5222,Rock,[12]
medium,training,5223,Rock,[12]
medium,training,5224,Rock,[12]
medium,training,5226,Rock,[12]
medium,training,5227,Rock,[12]
medium,validation,5237,Rock,"[25, 111]"
medium,validation,5238,Rock,"[25, 111]"
medium,validation,5239,Rock,"[25, 111]"
medium,validation,5240,Rock,"[25, 111]"
medium,validation,5241,Rock,"[25, 111]"
medium,validation,5242,Rock,"[25, 111]"
medium,validation,5243,Rock,"[25, 111]"
medium,validation,5244,Rock,"[25, 111]"
medium,validation,5245,Rock,"[25, 111]"
medium,validation,5246,Rock,"[25, 111]"
medium,validation,5258,Rock,"[25, 111]"
medium,training,5265,Hip-Hop,[21]
medium,training,5267,Hip-Hop,[21]
medium,training,5269,Hip-Hop,[21]
medium,training,5270,Hip-Hop,[21]
medium,training,5273,Rock,[12]
medium,test,5275,Rock,[12]
medium,test,5276,Rock,[12]
medium,test,5277,Rock,[12]
medium,training,5283,Rock,[12]
medium,training,5284,Rock,[12]
medium,training,5285,Rock,[12]
medium,training,5286,Rock,[12]
medium,validation,5319,Electronic,[42]
medium,validation,5320,Electronic,[42]
medium,validation,5321,Electronic,[42]
medium,validation,5325,Electronic,[42]
medium,training,5337,Electronic,[185]
medium,training,5340,Electronic,[185]
medium,training,5341,Electronic,[185]
medium,training,5342,Electronic,[185]
medium,training,5343,Electronic,[185]
medium,training,5344,Electronic,[185]
medium,training,5345,Electronic,[185]
medium,training,5346,Electronic,[185]
medium,training,5348,Electronic,[185]
medium,training,5354,Electronic,[185]
medium,training,5371,Electronic,[185]
medium,training,5377,Folk,[17]
medium,training,5378,Folk,[17]
medium,training,5379,Folk,[17]
medium,training,5380,Folk,[17]
medium,training,5399,Rock,[58]
medium,training,5440,Electronic,[185]
medium,test,5477,Rock,[27]
medium,test,5510,Rock,[27]
medium,training,5531,Experimental,[224]
medium,training,5533,Experimental,[224]
medium,training,5534,Experimental,[224]
medium,training,5535,Experimental,[224]
medium,test,5570,Rock,[27]
medium,test,5573,Rock,[27]
medium,test,5576,Rock,[27]
medium,test,5577,Rock,[27]
medium,test,5600,Rock,[27]
medium,test,5601,Rock,[27]
medium,training,5939,Folk,[103]
medium,training,6274,Rock,[71]
medium,training,6275,Rock,[71]
medium,training,6276,Rock,[71]
medium,validation,6460,Folk,[17]
medium,validation,6464,Folk,[17]
medium,validation,6465,Folk,[17]
medium,validation,6466,Folk,[17]
medium,training,6520,Rock,[12]
medium,training,6522,Rock,[12]
medium,training,6523,Spoken,[20]
medium,training,6524,Rock,[66]
medium,training,6525,Rock,[66]
medium,training,6527,Rock,[66]
medium,training,6528,Rock,[66]
medium,training,6529,Rock,[66]
medium,training,6530,Rock,[66]
medium,training,6532,Rock,[66]
medium,training,6533,Rock,[66]
medium,training,6534,Rock,[66]
medium,training,6536,Rock,[66]
medium,training,6537,Rock,[66]
medium,training,6584,Spoken,[20]
medium,training,6592,Spoken,[20]
medium,validation,6593,Rock,[66]
medium,validation,6595,Rock,[66]
medium,validation,6596,Rock,[66]
medium,validation,6597,Rock,[66]
medium,validation,6598,Rock,[66]
medium,validation,6600,Rock,[66]
medium,validation,6602,Rock,[66]
medium,training,6627,Rock,[45]
medium,training,6630,Rock,[45]
medium,training,6631,Rock,[45]
medium,training,6632,Rock,[45]
medium,training,6633,Rock,[45]
medium,training,6635,Rock,[45]
medium,training,6637,Jazz,[97]
medium,training,6640,Jazz,[97]
medium,training,6654,Electronic,[15]
medium,training,6655,Electronic,[15]
medium,training,6656,Electronic,[15]
medium,training,6657,Electronic,[15]
medium,training,6658,Electronic,[15]
medium,training,6660,Electronic,[15]
medium,training,6661,Electronic,[15]
medium,training,6662,Electronic,[15]
medium,training,6663,Electronic,[15]
medium,training,6664,Electronic,[15]
medium,training,6666,Electronic,[15]
medium,training,6669,Rock,[58]
medium,training,6671,Rock,[58]
medium,training,6672,Rock,[58]
medium,training,6673,Rock,[58]
medium,training,6716,Rock,"[31, 90]"
medium,training,6717,Rock,"[31, 90]"
medium,training,6718,Rock,"[31, 90]"
medium,training,6719,Rock,"[31, 90]"
medium,training,6734,Rock,"[31, 90]"
medium,training,6735,Rock,"[31, 90]"
medium,training,6752,Electronic,[15]
medium,training,6753,Electronic,[15]
medium,training,6755,Electronic,[15]
medium,training,6757,Electronic,[15]
medium,training,6758,Electronic,[15]
medium,training,6759,Electronic,[15]
medium,training,6760,Electronic,[15]
medium,training,6761,Electronic,[15]
medium,training,6765,Electronic,[15]
medium,training,6770,Electronic,[15]
medium,training,6777,Rock,[101]
medium,validation,6780,Folk,[17]
medium,validation,6781,Folk,[17]
medium,validation,6784,Folk,[17]
medium,validation,6785,Folk,[17]
medium,validation,6787,Folk,[17]
medium,training,6831,Rock,[58]
medium,training,6832,Rock,[58]
medium,training,6850,Rock,[58]
medium,training,6859,Folk,[33]
medium,training,6880,Spoken,"[20, 188]"
medium,validation,7012,Electronic,[15]
medium,validation,7013,Electronic,[15]
medium,validation,7014,Electronic,[15]
medium,validation,7015,Electronic,[15]
